Year effective,Provision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
 ,Enacted in 1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1986,"Workers first eligible for pensions based on noncovered employment and disability or retired workers after December 31, 1985. aThe benefit computation formula uses a reduced factor of the usual first AIME bend point.
          




Year eligible
Factor (percent)




1986
80


1987
70


1988
60


1989
50


1990 and later
40




 


",Year eligible,Factor (percent),1986,80,1987,70,1988,60,1989,50,1990 and later,40, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,Year eligible,Factor (percent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1986,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1987,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1988,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1989,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1990 and later,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"WEP is not applicable to persons who were federal employees or nonprofit employees on January 1, 1984, and who were covered by Social Security on that date with no Civil Service Retirement System coverage; to persons with Railroad Retirement pensions; or to workers with 30 years of substantial Social Security earnings. Workers with 26–29 years of coverage have less than full WEP applied. b For benefits payable before January 1989:
          




Years of coverage
Factor (percent)




26
50


27
60


28
70


29
80




 


",Years of coverage,Factor (percent),26,50,27,60,28,70,29,80, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Years of coverage,Factor (percent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
26,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
27,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
29,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
 ,Enacted in 1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1989,"5 percent added to factor for each year of coverage over 20.
          




Years of coverage
Factor (percent)




21
45


22
50


23
55


24
60


25
65


26
70


27
75


28
80


29
85




 



",Years of coverage,Factor (percent),21,45,22,50,23,55,24,60,25,65,26,70,27,75,28,80,29,85, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Years of coverage,Factor (percent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
21,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
23,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
24,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
25,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
26,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
27,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
29,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1991,"Earnings required for a year of substantial coverage (decoupled from the definition of a year of coverage for special minimum PIA). b





Year
Earnings (dollars)




1991
9,900


1992
10,350


1993
10,725


1994
11,250


1995
11,325


1996
11,625


1997
12,150


1998
12,675


1999
13,425


2000
14,175


2001
14,925


2002
15,750


2003
16,125


2004
16,275


2005
16,725


2006
17,475


2007
18,150


2008
18,975


2009
19,800


2010
19,800


2011
19,800


2012
20,475


2013
21,075


2014
21,750


2015
22,050




 


",Year,Earnings (dollars),1991,"9,900",1992,"10,350",1993,"10,725",1994,"11,250",1995,"11,325",1996,"11,625",1997,"12,150",1998,"12,675",1999,"13,425",2000,"14,175",2001,"14,925",2002,"15,750",2003,"16,125",2004,"16,275",2005,"16,725",2006,"17,475",2007,"18,150",2008,"18,975",2009,"19,800",2010,"19,800",2011,"19,800",2012,"20,475",2013,"21,075",2014,"21,750",2015,"22,050", ,0
Year,Earnings (dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1991,"9,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1992,"10,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
