State or area,1991,1995,2000,2005,2010,2014,2015
All areas,3640121,4705625,5425048.0,6577577.0,7703292.0,8978694.0,9264675.0
Alabama,97601,116916,136860.0,169460.0,179668.0,200756.0,202917.0
Alaska,4539,6193,8486.0,10748.0,12908.0,14844.0,14896.0
Arizona,28650,44236,57712.0,110977.0,140079.0,170894.0,183612.0
Arkansas,64996,77660,79606.0,89372.0,106343.0,120281.0,120543.0
California,646108,747814,818846.0,1012804.0,1103853.0,1263526.0,1338175.0
Colorado,36470,46660,55325.0,61294.0,79980.0,97896.0,105320.0
Connecticut,23535,48047,53141.0,66191.0,94154.0,144377.0,152112.0
Delaware,4499,6645,10737.0,17104.0,22060.0,26082.0,26697.0
District of Columbia,12791,14152,14233.0,15246.0,20102.0,28516.0,28276.0
Florida,196992,271430,342109.0,431764.0,553625.0,718337.0,749257.0
Georgia,128976,160380,176596.0,205476.0,233528.0,279844.0,289270.0
Hawaii,11529,16695,20326.0,23703.0,28864.0,36184.0,36494.0
Idaho,9127,12931,17081.0,23482.0,28945.0,38563.0,41405.0
Illinois,94434,137571,155743.0,206014.0,255529.0,303665.0,310582.0
Indiana,60297,76460,87543.0,109669.0,133816.0,159446.0,178663.0
Iowa,41170,48517,51976.0,60458.0,72562.0,80517.0,81450.0
Kansas,26960,34708,41217.0,47707.0,56096.0,64708.0,62948.0
Kentucky,76456,97978,117697.0,126468.0,148188.0,160891.0,159003.0
Louisiana,87570,112090,117179.0,139802.0,158370.0,182984.0,185423.0
Maine,22176,29453,36946.0,46510.0,84602.0,83912.0,81146.0
Maryland,48028,58865,65372.0,79234.0,98268.0,123414.0,127645.0
Massachusetts,89163,125859,152587.0,178691.0,199370.0,233600.0,242002.0
Michigan,91340,123948,145172.0,170044.0,205521.0,237419.0,244985.0
Minnesota,39366,52192,63607.0,79428.0,91630.0,101800.0,102785.0
Mississippi,90530,108577,107495.0,135023.0,136915.0,154193.0,156486.0
Missouri,55116,72659,88343.0,109561.0,126577.0,132534.0,140008.0
Montana,10058,11031,12828.0,14455.0,17587.0,21508.0,21687.0
Nebraska,11358,16146,20520.0,24210.0,34020.0,34273.0,33272.0
Nevada,8657,14227,19155.0,27408.0,35035.0,48305.0,51433.0
New Hampshire,3807,5405,7434.0,11584.0,17381.0,22138.0,22411.0
New Jersey,95795,122923,146705.0,159110.0,179273.0,192654.0,195320.0
New Mexico,22246,29855,37330.0,49333.0,62640.0,69479.0,73194.0
New York,255952,325882,369479.0,465068.0,531060.0,615302.0,628052.0
North Carolina,117656,186328,223402.0,251739.0,278325.0,311452.0,308229.0
North Dakota,4639,5560,5908.0,6757.0,8464.0,8911.0,8932.0
Ohio,112598,164044,171139.0,204905.0,273167.0,317394.0,320424.0
Oklahoma,51457,60080,67413.0,75903.0,86586.0,95866.0,96372.0
Oregon,28537,43642,59169.0,70927.0,87068.0,104964.0,112264.0
Pennsylvania,127519,162788,206468.0,242552.0,295984.0,350452.0,364197.0
Rhode Island,10585,15517,19787.0,26311.0,28782.0,31269.0,32294.0
South Carolina,78701,95970,112232.0,118843.0,129489.0,142921.0,143950.0
South Dakota,9399,12346,13146.0,14534.0,16148.0,17350.0,17367.0
Tennessee,116861,148391,182342.0,218894.0,215868.0,241314.0,251749.0
Texas,234169,314991,360191.0,440938.0,514153.0,592555.0,611362.0
Utah,10263,13506,16231.0,21787.0,27064.0,32948.0,34937.0
Vermont,8223,12428,13754.0,15509.0,22798.0,24511.0,25085.0
Virginia,77898,102964,113259.0,131083.0,155647.0,172576.0,174288.0
Washington,54774,71531,97390.0,113233.0,143398.0,170468.0,174894.0
West Virginia,28086,39720,46305.0,54200.0,65324.0,75418.0,73677.0
Wisconsin,67516,75247,74101.0,83383.0,96201.0,113606.0,115153.0
Wyoming,3505,5265,6444.0,7749.0,9087.0,10407.0,10488.0
Outlying areas,,,,,,,
Guam,443,669,417.0,409.0,693.0,933.0,953.0
Northern Mariana Islands,273,314,342.0,358.0,394.0,422.0,435.0
U.S. Virgin Islands,727,219,204.0,165.0,103.0,115.0,156.0
SOURCE: Centers for Medicare & Medicaid Services.,"NOTE: Data are as of July except for 1995 data, which are as of June.",CONTACT: Maria Diacogiannis (410) 786-0178 or statistics@ssa.gov.,,,,,
