, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Households and nonprofit organizations; pension entitlements; asset,FL153050005,20666.8,21256.1,22259.4,20886.9,21256.1,21467.4,21729.7,22078.2,22259.4,1
1,"Life insurance companies; pension entitlements, excluding unallocated insurance contracts; liability(1)",FL543150005,2833.1,2857.0,2988.1,2796.9,2857.0,2874.6,2919.7,2974.6,2988.1,2
2,Private pension funds; total liabilities(2),FL574190005,8462.0,8667.5,9122.7,8483.0,8667.5,8760.1,8875.8,9053.4,9122.7,3
3,Federal government retirement funds; total financial assets(3),FL344090005,3656.1,3764.0,3894.4,3720.6,3764.0,3791.5,3821.4,3860.1,3894.4,4
4,State and local government employee retirement funds; pension entitlements (total liabilities),FL224190005,5715.5,5967.6,6254.3,5886.4,5967.6,6041.3,6112.8,6190.1,6254.3,5
5,Households and nonprofit organizations; pension entitlements; asset(4),FL153050005,20666.8,21256.1,22259.4,20886.9,21256.1,21467.4,21729.7,22078.2,22259.4,6
6,All sectors; IRAs; liability(5),LM893131573,7292.0,7329.0,ND,7133.0,7329.0,7400.0,7527.0,7767.0,ND,7
7,U.S.-chartered depository institutions; IRAs and Keoghs; liability,FL763131573,427.8,445.8,ND,442.3,445.8,453.9,459.2,474.9,ND,8
8,Credit unions; IRAs; liability,FL473131573,77.6,77.4,ND,77.4,77.4,77.8,78.5,79.2,ND,9
9,Life insurance companies; IRAs; liability,LM543131503,569.0,574.0,ND,562.0,574.0,580.0,591.0,601.0,ND,10
10,Money market mutual funds; IRAs; liability,FL633131573,218.0,214.0,ND,221.0,214.0,227.0,227.0,235.0,ND,11
11,Mutual funds; IRAs; liability,LM653131573,3122.0,3098.0,ND,3010.0,3098.0,3109.0,3167.0,3274.0,ND,12
12,Households and nonprofit organizations; IRAs; liability,LM153131575,2877.6,2919.9,ND,2820.3,2919.9,2952.3,3004.3,3103.0,ND,13
