, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,All domestic sectors; gross saving excluding consumer durables (NIPA),FA886000115,3337.2,3446.3,3442.4,3421.0,3472.0,3419.9,3389.9,3505.1,3454.8,1
1,All sectors; net saving including net capital transfers paid (sum of pieces),FA896006005,592.0,615.5,532.4,576.8,609.2,546.3,488.1,583.4,511.7,2
2,Private domestic sectors; net saving including net capital transfers paid,FA836006005,1374.8,1346.5,1376.5,1387.1,1263.4,1388.2,1345.9,1430.8,1341.2,3
3,Domestic business; net saving including net capital transfers paid,FA826006005,648.7,562.9,552.3,588.6,436.6,542.7,523.1,602.9,540.6,4
4,"Nonfinancial corporate business; disposable income, net; net saving (IMA)",FA106012005,634.2,551.5,496.4,569.6,483.2,531.3,489.6,520.4,444.2,5
5,"Domestic financial sectors; disposable income, net; net saving including foreign earnings retained abroad and CCAdj (IMA)",FA796012005,14.5,11.4,55.9,18.9,-46.6,11.4,33.5,82.4,96.4,6
6,Households and nonprofit organizations; net saving including net capital transfers paid excluding consumer durables and government insurance and pension fund reserves,FA156006005,726.0,783.6,824.2,798.5,826.8,845.5,822.8,828.0,800.6,7
7,General government; net saving including net capital transfers paid,FA366006005,-782.7,-731.0,-844.1,-810.3,-654.2,-841.9,-857.8,-847.4,-829.5,8
8,"Federal government; net saving including net capital transfers paid, insurance and pension fund reserves adjustment and contributions for government social insurance for U.S. affiliated areas (NIPA)",FA316006005,-612.9,-569.7,-652.1,-622.3,-543.1,-668.3,-652.4,-652.4,-635.4,9
9,State and local governments; net saving including net capital transfers paid,FA206006005,-169.8,-161.3,-192.0,-187.9,-111.1,-173.6,-205.3,-195.0,-194.1,10
10,"All domestic sectors; consumption of fixed capital, equipment, software, and structures, current cost basis (IMA, sum of parts)",FA886300095,2745.2,2830.8,2910.0,2844.2,2862.8,2873.6,2901.8,2921.7,2943.1,11
11,"Private domestic sectors; consumption of fixed capital, structures, equipment, and intellectual property products, current cost basis",FA836300005,2227.8,2308.3,2383.0,2320.7,2339.6,2350.3,2375.1,2393.8,2412.9,12
12,"Domestic business; consumption of fixed capital, equipment, software, and structures, current cost basis (NIPA basis)",FA826300003,1771.5,1836.5,1892.0,1846.7,1861.7,1870.4,1887.4,1898.4,1911.9,13
13,"Nonfinancial corporate business; consumption of fixed capital, structures, equipment, and intellectual property products, including equity REIT residential structures (NIPA basis)",FA106300083,1282.8,1329.6,1370.5,1336.5,1346.6,1356.4,1367.7,1374.5,1383.4,14
14,"Nonfinancial noncorporate business; consumption of fixed capital, structures, equipment, and intellectual property products, current cost basis",FA116300001,298.6,308.7,318.0,309.9,312.1,313.8,317.0,319.4,321.8,15
