, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Federal government retirement funds; total financial assets(1),FL344090005,3656.1,3764.0,3894.4,3720.6,3764.0,3791.5,3821.4,3860.1,3894.4,1
1,Federal government retirement funds; debt securities; asset,FL344022005,1631.2,1723.4,1822.6,1303.8,1723.4,1714.7,1718.7,1741.7,1822.6,2
2,Federal government retirement funds; Treasury securities; asset(2),FL343061105,1617.7,1708.9,1808.2,1289.3,1708.9,1700.2,1703.8,1726.5,1808.2,3
3,Federal government retirement funds; agency- and GSE-backed securities; asset,FL343061705,5.9,6.1,6.2,6.0,6.1,6.1,6.3,6.6,6.2,4
4,Federal government retirement funds; corporate and foreign bonds; asset,FL343063005,7.7,8.4,8.2,8.4,8.4,8.4,8.5,8.6,8.2,5
5,Federal government retirement funds; corporate equities; asset,LM343064105,218.7,219.0,239.4,206.2,219.0,216.6,219.3,228.9,239.4,6
6,Federal government retirement funds; claims of pension fund on sponsor; asset(3),FL343073005,1806.2,1821.7,1832.4,2210.6,1821.7,1860.2,1883.5,1889.5,1832.4,7
7,Federal government retirement funds; total financial assets(4),FL344090005,3656.1,3764.0,3894.4,3720.6,3764.0,3791.5,3821.4,3860.1,3894.4,8
8,Federal government defined benefit retirement funds; total financial assets,FL344090045,3244.2,3333.8,3427.8,3310.1,3333.8,3357.2,3380.7,3404.2,3427.8,9
9,Federal government defined benefit retirement funds; total funded assets(5),FL342000075,1438.0,1512.1,1595.4,1299.4,1512.1,1497.0,1497.2,1514.7,1595.4,10
10,Federal government defined benefit retirement funds; claims of pension funds on sponsor; asset,FL343073045,1806.2,1821.7,1832.4,2010.7,1821.7,1860.2,1883.5,1889.5,1832.4,11
11,Federal government defined benefit retirement funds; total financial assets,FL344090045,3244.2,3333.8,3427.8,3310.1,3333.8,3357.2,3380.7,3404.2,3427.8,12
12,Federal government defined contribution retirement funds; total financial assets,FL344090055,411.9,430.2,466.6,410.5,430.2,434.3,440.7,455.9,466.6,13
