, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Monetary authority; gross saving,FA716000105,5.7,-10.6,-3.0,8.8,-71.4,-1.7,-2.8,-4.2,-3.2,1
1,"Monetary authority; gross fixed investment, nonresidential structures, equipment, and intellectual property products",FA715013005,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2
2,Monetary authority; total financial assets,FA714090005,481.6,-13.3,-32.6,0.1,-19.6,39.7,-68.4,-59.4,-42.2,3
3,Monetary authority; U.S. official reserve assets,FA713011005,0.2,0.1,-0.1,0.2,0.1,-0.5,0.0,-0.0,-0.1,4
4,Monetary authority; SDR certificates issued by federal government; asset,FA713014003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5,Monetary authority; Treasury currency; asset,FA713012003,0.8,1.3,1.0,1.3,1.0,0.6,1.3,1.3,0.7,6
6,Monetary authority; Federal Reserve float; asset(2),FA713022003,0.4,0.5,-0.8,1.3,0.2,-4.6,-0.4,2.2,-0.3,7
7,"Monetary authority; loans to domestic banks, including AMLF; asset(2)",FA713068705,0.1,-0.0,-0.1,0.3,-0.5,-0.2,0.6,-0.0,-0.5,8
8,Monetary authority; loans to domestic banks through the discount window; asset(3),FA713068703,0.1,-0.0,-0.1,0.3,-0.5,-0.2,0.6,-0.0,-0.5,9
9,U.S.-chartered depository institutions; commercial paper funded by borrowing from the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (AMLF); asset(4),FA763069143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10,Monetary authority; security repurchase agreements; asset,FA712051000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
11,Monetary authority; debt securities; asset,FA714022005,480.7,5.1,-20.8,17.2,-6.9,62.4,-64.5,-60.8,-20.2,12
12,Monetary authority; bankers' acceptances; asset,FA713069603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
13,Monetary authority; Treasury securities; asset,FA713061100,252.6,0.2,2.1,-16.3,-23.2,54.7,-9.7,-15.8,-21.0,14
14,Monetary authority; Treasury bills; asset,FA713061113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
15,"Monetary authority; Other Treasury securities, excluding Treasury bills; asset",FA713061125,252.6,0.2,2.1,-16.3,-23.2,54.7,-9.7,-15.8,-21.0,16
16,Monetary authority; agency- and GSE-backed securities; asset,FA713061705,228.1,4.9,-22.8,33.5,16.3,7.8,-54.8,-45.1,0.8,17
17,Monetary authority; agency mortgage-backed securities; asset,FA713061903,246.7,10.6,-6.1,36.7,24.9,22.5,-38.2,-26.7,18.1,18
18,Monetary authority; agency- and GSE-backed securities other than MBS; asset,FA713061703,-18.5,-5.7,-16.8,-3.2,-8.6,-14.7,-16.6,-18.4,-17.2,19
19,Monetary authority; depository institution loans n.e.c.; asset,FA713068005,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
