, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,All sectors; federal funds and security repurchase agreements; liability,FA892150005,25.0,49.8,69.0,599.7,-408.0,-417.6,622.8,465.0,-394.1,1
1,Monetary authority; security repurchase agreements; liability,FA712151003,193.9,202.6,12.8,331.7,285.3,-647.4,-26.8,484.8,240.7,2
2,"U.S.-chartered depository institutions, including IBFs; federal funds and security repurchase agreements; liability",FA762150005,-33.2,-39.4,-34.2,-81.2,-36.4,-12.4,-38.5,-16.1,-70.0,3
3,"U.S.-chartered depository institutions, including IBFs; federal funds; liability(2)",FA762152005,-19.7,0.8,-6.4,-17.8,38.7,1.1,-45.4,16.6,1.9,4
4,"U.S.-chartered depository institutions, including IBFs; security repurchase agreements; liability",FA762151005,-13.5,-40.1,-27.8,-63.4,-75.1,-13.5,6.9,-32.6,-71.9,5
5,"Foreign banking offices in the U.S., including IBFs; federal funds and security repurchase agreements; liability",FA752150005,58.6,35.3,69.6,3.4,149.7,-17.0,91.1,43.7,160.6,6
6,"Foreign banking offices in the U.S., including IBFs; federal funds; liability(2)",FA752152005,8.3,-0.3,9.8,16.9,-0.1,30.4,1.3,16.8,-9.4,7
7,"Foreign banking offices in the U.S., including IBFs; security repurchase agreements; liability",FA752151005,50.2,35.6,59.8,-13.5,149.8,-47.4,89.8,26.9,170.0,8
8,Credit unions; federal funds and security repurchase agreements held by Corporate Credit Unions; liability,FA472150053,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.1,0.0,9
9,Property-casualty insurance companies; security repurchase agreements; liability,FA512151003,-0.4,0.4,-0.4,0.6,0.5,-3.7,0.0,0.5,1.6,10
10,"Life insurance companies, general accounts; security repurchase agreements; liability",FA542151073,1.0,0.9,-0.4,-0.1,1.5,0.3,-1.3,0.6,-1.3,11
11,Government-sponsored enterprises; federal funds and security repurchase agreements; liability,FA402150005,0.1,-0.1,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,12
12,Mortgage real estate investment trusts; security repurchase agreements; liability,FA642151073,10.0,-45.5,-11.6,-79.9,-36.4,-0.8,-12.2,-29.3,-4.0,13
13,Security brokers and dealers; security repurchase agreements; liability,FA662151003,-220.9,-179.4,-55.2,53.7,-501.7,-8.9,227.5,52.6,-491.9,14
14,Holding companies; security repurchase agreements; liability,FA732151003,-0.0,0.1,-0.0,0.1,0.0,-0.1,-0.0,0.0,-0.0,15
15,Rest of the world; security repurchase agreements; liability,FA262151003,16.0,74.9,88.5,370.9,-270.0,272.3,383.0,-71.8,-229.8,16
16,All sectors; federal funds and security repurchase agreements; asset,FA892050005,134.6,-69.9,136.1,481.3,-573.8,-343.6,671.5,935.9,-719.5,17
17,Nonfinancial corporate business; security repurchase agreements; asset,FA102051003,12.9,6.0,-1.8,12.2,2.9,-12.7,-5.0,0.6,10.0,18
18,"State and local governments, excluding employee retirement funds; security repurchase agreements; asset",FA212051003,5.2,10.2,4.7,12.4,12.3,3.1,3.5,8.9,3.5,19
19,Monetary authority; security repurchase agreements; asset,FA712051000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
20,"U.S.-chartered depository institutions, including IBFs; federal funds and security repurchase agreements; asset",FA762050005,-30.4,24.8,8.7,13.6,-10.0,-16.8,40.0,75.2,-63.7,21
21,"U.S.-chartered depository institutions, including IBFs; federal funds; asset(2)",FA762052005,-16.4,-11.2,1.9,-12.7,0.4,9.9,-13.5,6.4,4.7,22
22,"U.S.-chartered depository institutions, including IBFs; security repurchase agreements; asset",FA762051005,-14.0,36.0,6.8,26.3,-10.3,-26.8,53.5,68.8,-68.4,23
23,Foreign banking offices in the U.S. including IBFs; federal funds and security repurchase agreements; asset,FA752050005,41.1,0.4,-25.4,-48.2,80.1,-50.8,-9.7,5.4,-46.7,24
24,"Foreign banking offices in the U.S., including IBFs; federal funds; asset(2)",FA752052005,-0.0,-0.4,-0.2,-2.0,0.6,-0.2,0.0,0.6,-1.3,25
25,"Foreign banking offices in the U.S., including IBFs; security repurchase agreements; asset",FA752051005,41.1,0.8,-25.2,-46.2,79.5,-50.5,-9.7,4.9,-45.4,26
26,Credit unions; federal funds and security repurchase agreements held by Corporate Credit Unions (net of liabilities before 2002:Q4); asset,FA472050053,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
27,Credit unions; federal funds held by Corporate Credit Unions; asset,FA472052053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
28,Credit unions; security repurchase agreements held by Corporate Credit Unions; asset,FA472051053,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
29,Property-casualty insurance companies; security repurchase agreements; asset,FA512051003,0.1,0.0,0.5,0.1,-0.0,-1.8,0.1,2.6,1.2,30
30,"Life insurance companies, general accounts; security repurchase agreements; asset",FA542051073,0.0,-0.5,0.3,1.7,-1.9,0.7,-0.2,0.1,0.4,31
