, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Money market mutual funds; total financial assets,FL634090005,2724.6,2754.7,2728.1,2667.7,2754.7,2758.8,2692.2,2671.4,2728.1,1
1,Households and nonprofit organizations; money market mutual fund shares; asset,FL153034005,1112.7,1068.4,1023.1,1006.0,1068.4,1035.9,985.3,967.8,1023.1,2
2,Nonfinancial corporate business; money market mutual fund shares; asset,FL103034003,558.2,576.8,583.1,558.8,576.8,574.6,577.0,575.2,583.1,3
3,Nonfinancial noncorporate business; money market mutual fund shares; asset,FL113034003,85.6,91.5,97.5,89.6,91.5,93.2,94.6,96.1,97.5,4
4,"State and local governments, excluding employee retirement funds; money market mutual fund shares; asset",FL213034003,165.1,177.3,183.2,173.6,177.3,178.2,179.3,182.1,183.2,5
5,Property-casualty insurance companies; money market mutual fund shares; asset,FL513034003,18.5,21.7,19.3,20.9,21.7,20.7,21.0,19.8,19.3,6
6,Life insurance companies; money market mutual fund shares; asset,FL543034005,53.7,56.3,56.0,61.9,56.3,58.6,55.0,55.8,56.0,7
7,Private pension funds; money market mutual fund shares; asset,FL573034005,155.6,151.0,155.7,151.2,151.0,153.3,153.8,154.3,155.7,8
8,State and local government employee retirement funds; money market mutual fund shares; asset,FL223034005,51.6,51.9,52.1,51.3,51.9,48.8,50.6,51.9,52.1,9
9,Funding corporations; money market mutual fund shares; asset,FL503034003,410.3,445.3,444.8,443.5,445.3,480.9,463.6,457.3,444.8,10
10,Rest of the world; U.S. money market mutual fund shares; asset,FL263034003,113.2,114.5,113.4,110.9,114.5,114.7,111.9,111.0,113.4,11
