, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Federal government; total financial assets,FL314090005,1892.0,2138.4,2331.3,1973.9,2138.4,2169.6,2234.7,2266.4,2331.3,1
1,Federal government; U.S. official reserve assets,FL313011005,98.0,86.9,86.9,89.2,86.9,88.0,88.1,90.0,86.9,2
2,Federal government; checkable deposits and currency; asset,FL313020005,226.8,338.1,404.0,202.6,338.1,317.6,366.9,355.7,404.0,3
3,Federal government; total time and savings deposits; asset,FL313030003,1.7,1.8,1.5,2.1,1.8,1.8,1.9,1.8,1.5,4
4,Federal government; debt securities; asset,FL314022005,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5
5,Federal government; agency- and GSE-backed securities; asset,FL313061703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
6,Federal government; corporate bonds issued by commercial banking under TARP; asset,FL313063763,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7
7,Federal government; loans; asset,FL314023005,1158.8,1264.4,1369.9,1248.3,1264.4,1305.1,1316.8,1353.0,1369.9,8
8,Federal government; other loans and advances; asset,FL313069005,195.4,198.2,200.2,194.8,198.2,198.0,198.4,198.8,200.2,9
9,Federal government; total mortgages; asset,FL313065005,117.2,116.5,119.7,116.9,116.5,117.4,117.3,117.5,119.7,10
10,"Federal government; consumer credit, student loans; asset(1)",FL313066220,846.2,949.7,1050.1,936.5,949.7,989.7,1001.1,1036.7,1050.1,11
11,Federal government; corporate equities; asset(2),LM313064105,33.4,33.4,33.3,33.4,33.4,33.4,33.4,33.4,33.3,12
12,Federal government; trade receivables; asset,FL313070000,48.4,61.2,62.5,49.8,61.2,63.9,62.9,63.8,62.5,13
13,Federal government; taxes receivable; asset,FL313078005,165.6,179.2,186.5,177.4,179.2,181.1,182.9,184.7,186.5,14
14,Federal government; total miscellaneous assets,FL313090005,158.6,173.0,186.2,170.6,173.0,178.3,181.3,183.6,186.2,15
15,Federal government; total liabilities,FL314190005,16890.2,17646.9,18526.2,17263.6,17646.9,17928.5,17969.1,18236.0,18526.2,16
16,Federal government; special drawing rights (SDRs) allocations; liability,FL313111303,51.2,48.9,47.5,49.6,48.9,49.8,49.4,49.3,47.5,17
17,Monetary authority; SDR certificates issued by federal government; asset,FL713014003,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,18
18,Federal government; Treasury currency; liability,FL313112003,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,19
19,Federal government; debt securities; liability,FL314122005,14441.1,15165.6,16008.3,14400.8,15165.6,15401.8,15409.7,15668.3,16008.3,20
20,Federal government; Treasury securities; liability(3),FL313161105,14416.7,15141.1,15983.8,14376.7,15141.1,15377.3,15385.2,15643.9,15983.8,21
21,Federal government; marketable Treasury securities; liability,FL313161205,12480.9,13169.0,13880.2,12812.8,13169.0,13407.1,13391.6,13622.0,13880.2,22
22,Federal government; nonmarketable Treasury securities; liability,FL313161305,1935.8,1972.1,2103.6,1563.9,1972.1,1970.2,1993.5,2022.0,2103.6,23
23,Federal government; budget agency securities; liability,FL313161705,24.4,24.6,24.5,24.1,24.6,24.4,24.6,24.4,24.5,24
24,Federal government; multifamily residential mortgages; liability,FL313165403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
25,Federal government; trade payables; liability,FL313170005,250.9,263.1,278.1,268.9,263.1,271.2,278.9,281.4,278.1,26
26,Federal government; life insurance reserves; liability,FL313140003,51.3,51.1,51.3,50.8,51.1,51.1,51.2,51.3,51.3,27
27,Federal government; total miscellaneous liabilities,FL313190005,2065.3,2087.5,2110.5,2462.9,2087.5,2124.2,2149.3,2155.2,2110.5,28
28,Federal government retirement funds; claims of pension fund on sponsor; asset,FL343073005,1806.2,1821.7,1832.4,2210.6,1821.7,1860.2,1883.5,1889.5,1832.4,29
29,"Federal government; miscellaneous liabilities, excluding claims of pension funds",FL313190015,259.1,265.9,278.1,252.4,265.9,264.0,265.9,265.7,278.1,30
