, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,All sectors; other loans and advances; liability,FA893169005,234.9,-70.0,95.4,-332.1,32.5,233.1,87.5,147.8,-87.1,1
1,Federal government; U.S. government loans; asset,FA313069205,2.0,2.9,2.0,-8.2,13.6,-1.1,1.7,1.9,5.3,2
2,Households and nonprofit organizations; U.S. government loans; liability,FA153169203,1.2,2.3,2.3,2.2,3.2,1.0,2.7,2.7,2.9,3
3,"Nonfinancial corporate business; U.S. government loans, including loans to automakers; liability",FA103169205,-1.4,0.6,-0.9,-5.3,2.1,-1.8,1.3,-0.6,-2.4,4
4,Nonfinancial noncorporate business; U.S. government loans; liability,FA113169205,-1.2,-3.2,-0.7,-8.3,-0.9,-1.4,-0.2,-1.6,0.2,5
5,"State and local governments, excluding employee retirement funds; U.S. government loans; liability",FA213169203,0.4,0.3,0.9,-0.3,0.8,0.8,0.2,-0.9,3.6,6
6,Government-sponsored enterprises; U.S. government loans to Sallie Mae; liability,FA403169283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
7,Federal government; loans to finance companies (Chrysler Financial); asset,FA313069223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
8,Funding corporations; U.S. government loans to TALF LLC and loans made under PPIP; liability,FA503169205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9,Rest of the world; U.S. government loans excluding capital subscriptions and contributions to international financial institutions and the IMF; liability,FA263169205,3.1,3.0,0.3,3.4,8.3,0.4,-2.4,2.3,1.0,10
10,Rest of the world; U.S. nonfinancial business loans; asset,FA263069500,30.9,36.9,6.6,33.6,70.8,18.9,-71.8,36.1,42.9,11
11,Rest of the world; U.S. nonfinancial business loans; asset,FA263069500,30.9,36.9,6.6,33.6,70.8,18.9,-71.8,36.1,42.9,12
12,U.S.-chartered depository institutions; customers' liability on acceptances; asset,FA763069703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
13,Foreign banking offices in the U.S.; customers' liability on acceptances; asset,FA753069703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
14,Nonfinancial corporate business; customers' liability on acceptances outstanding to commercial banking; liability,FA103169705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
15,Rest of the world; customers' liablity on acceptances outstanding to commercial banking; liability,FA263169705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
16,Holding companies; other loans and advances; asset,FA733069005,-10.9,-40.9,-1.4,-69.7,-54.9,-3.0,-4.8,9.9,-7.6,17
17,Holding companies; other loans and advances due from U.S. addressees; asset,FA733069013,-10.1,-38.5,-0.8,-69.4,-48.7,-3.3,-4.8,9.4,-4.6,18
18,Holding companies; other loans and advances due from foreign addressees; asset,FA733069023,-0.8,-2.4,-0.6,-0.3,-6.2,0.3,0.0,0.5,-3.0,19
19,Households and nonprofit organizations; policy loans; liability,FA153169405,1.7,1.3,-0.5,3.4,-0.7,-0.3,1.4,-2.6,-0.6,20
20,Federal government; policy loans; asset,FA313069403,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,21
21,Life insurance companies; policy loans; asset,FA543069405,1.7,1.4,-0.5,3.4,-0.7,-0.3,1.5,-2.5,-0.6,22
22,Government-sponsored enterprises; FHLB advances; asset(1),FA403069330,73.1,65.6,74.0,42.5,122.7,51.4,167.6,56.1,20.9,23
23,U.S.-chartered depository institutions; FHLB advances (residual); liability,FA763169335,58.2,30.4,68.7,-21.4,96.4,64.8,140.6,45.3,23.9,24
24,Credit unions; FHLB advances; liability,FA473169333,8.4,9.3,2.0,19.8,-0.9,-6.9,6.2,7.6,1.3,25
25,Property-casualty insurance companies; FHLB advances; liability,FA513169333,0.1,0.2,1.0,0.0,0.9,-0.3,4.9,1.1,-1.6,26
26,"Life insurance companies, general accounts; FHLB advances; liability",FA543169373,1.8,6.2,9.6,4.1,3.5,10.0,18.4,9.1,1.0,27
27,Finance companies; FHLB advances; liability,FA613169333,-0.3,1.6,-0.2,3.2,3.3,0.0,-0.1,-0.2,-0.6,28
28,Mortgage real estate investment trusts; FHLB advances; liability,FA643169373,4.9,17.9,-7.1,36.9,19.5,-16.2,-2.5,-6.8,-3.1,29
29,Government-sponsored enterprises; Farm Credit System and Sallie Mae loans and advances; asset(2),FA403069395,11.2,8.8,5.9,20.5,13.9,-10.5,26.9,-8.1,15.2,30
30,Households and nonprofit organizations; Sallie Mae loans; liability,FA153169305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
31,Corporate farm business; Farm Credit System loans; liability,FA183169305,1.6,1.2,0.8,1.6,0.8,0.9,5.0,-4.2,1.2,32
