, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Domestic nonfinancial sectors; gross saving less net capital transfers paid,FA386000105,4351.5,4505.0,4479.4,4463.2,4589.8,4451.3,4424.7,4526.0,4515.6,1
1,Domestic nonfinancial sectors; gross investment,FA385090005,4121.8,4825.2,4577.4,5001.2,4816.2,4859.1,4491.3,4101.5,4857.8,2
2,Domestic nonfinancial sectors; total capital expenditures,FA385050005,4473.9,4706.9,4724.5,4751.2,4726.8,4713.2,4662.1,4709.4,4813.5,3
3,"Households and nonprofit organizations; gross fixed investment, consumer durable goods",FA155111003,1218.5,1275.4,1320.3,1284.3,1291.0,1286.2,1308.1,1330.7,1356.2,4
4,"Domestic nonfinancial sectors; gross fixed investment, residential equipment and structures",FA385012005,568.2,659.2,706.0,689.8,694.9,711.8,697.1,702.2,712.8,5
5,"Domestic nonfinancial sectors; gross fixed investment, nonresidential structures, equipment, and intellectual property products",FA385013005,2621.8,2679.0,2678.5,2700.3,2678.2,2673.3,2672.1,2672.6,2695.9,6
6,Nonfinancial business; inventories,FA145020005,65.4,93.4,20.0,76.8,62.7,41.9,-15.0,4.1,48.8,7
7,Domestic nonfinancial sectors; acquisition of nonproduced nonfinancial assets (net),FA385420005,0.0,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,-0.2,8
8,Domestic nonfinancial sectors; net lending (+) or borrowing (-) (financial account),FA385000005,-352.1,118.3,-147.1,250.0,89.5,145.9,-170.8,-607.9,44.3,9
9,Domestic nonfinancial sectors; total financial assets,FA384090005,3003.0,2866.2,2793.8,2693.8,3287.4,3073.2,3078.8,2809.6,2213.5,10
10,Federal government; U.S. official reserve assets,FA313011005,-3.8,-6.4,1.0,-1.2,-4.0,-4.3,0.7,6.6,0.9,11
11,Domestic nonfinancial sectors; private foreign deposits; asset,FA383091005,-14.2,-35.0,1.4,-47.5,-22.0,-39.2,38.2,10.5,-3.9,12
12,Domestic nonfinancial sectors; checkable deposits and currency; asset,FA383020005,283.2,272.9,199.3,-243.2,636.9,458.9,235.8,126.2,-23.8,13
13,Domestic nonfinancial sectors; total time and savings deposits; asset,FA383030005,445.1,510.0,778.0,801.5,548.4,174.4,614.7,1587.3,735.4,14
14,Domestic nonfinancial sectors; money market mutual fund shares; asset,FA383034005,-17.7,-7.7,-27.1,-69.7,113.7,112.6,-11.0,-242.8,32.7,15
15,Domestic nonfinancial sectors; security repurchase agreements; asset,FA382051005,18.1,16.2,3.0,24.7,15.2,-9.6,-1.5,9.5,13.5,16
16,Domestic nonfinancial sectors; debt securities; asset,FA384022005,-15.5,173.9,28.7,1153.4,142.5,97.2,-375.4,339.4,53.6,17
17,Domestic nonfinancial sectors; commercial paper; asset,FA383069105,-3.8,-4.6,9.9,3.4,-19.3,-9.9,27.6,13.5,8.3,18
18,Domestic nonfinancial sectors; Treasury securities; asset,FA383061105,-187.9,259.4,264.6,718.1,177.2,151.4,366.0,496.5,44.3,19
19,Domestic nonfinancial sectors; agency- and GSE-backed securities; asset,FA383061705,93.1,171.0,-111.4,364.7,381.8,-210.4,-182.0,-201.1,148.1,20
20,Domestic nonfinancial sectors; municipal securities; asset,FA383062005,-59.0,-57.2,16.1,-11.3,-111.5,-36.5,-41.6,87.3,55.0,21
21,Domestic nonfinancial sectors; corporate and foreign bonds; asset,FA383063005,142.0,-194.8,-150.4,78.6,-285.8,202.6,-545.4,-56.8,-202.1,22
22,Domestic nonfinancial sectors; loans; asset,FA384023005,168.0,60.6,109.5,89.1,6.8,278.0,105.8,17.9,36.4,23
23,Domestic nonfinancial sectors; other loans and advances; asset,FA383069005,53.8,-47.7,0.9,-14.5,-81.1,165.9,9.4,-94.1,-77.7,24
24,Domestic nonfinancial sectors; total mortgages; asset,FA383065005,6.7,9.1,14.4,8.0,3.4,15.6,6.6,16.2,19.2,25
25,Domestic nonfinancial sectors; consumer credit; asset,FA383066005,107.4,99.2,94.3,95.7,84.4,96.6,89.8,95.8,95.0,26
26,Domestic nonfinancial sectors; corporate equities; asset,FA383064105,168.3,23.4,-35.4,-616.5,15.6,98.2,553.9,-738.4,-55.3,27
27,Domestic nonfinancial sectors; mutual fund shares; asset,FA383064205,257.9,68.4,36.3,113.0,29.3,-190.4,134.0,225.4,-23.9,28
28,Domestic nonfinancial sectors; trade receivables; asset,FA383070005,138.2,45.3,183.8,-6.5,56.2,16.4,288.6,281.6,148.7,29
29,Households and nonprofit organizations; life insurance reserves; asset,FA153040005,35.1,35.6,39.7,49.0,20.7,13.2,74.1,28.8,42.7,30
30,Households and nonprofit organizations; pension entitlements; asset,FA153050005,297.5,446.5,388.0,397.1,522.0,580.2,332.2,308.0,331.5,31
31,Domestic nonfinancial sectors; taxes receivable; asset,FA383078005,3.3,19.6,79.6,-24.5,-34.5,72.3,97.8,80.3,67.9,32
32,Households and nonprofit organizations; proprietors' equity in noncorporate business,FA152090205,140.3,19.2,24.9,49.3,-2.9,24.1,2.2,73.1,0.2,33
33,Nonfinancial corporate business; U.S. direct investment abroad; asset,FA103092005,293.1,296.7,260.9,171.2,384.0,270.6,249.4,268.7,255.0,34
34,Domestic nonfinancial sectors; total miscellaneous assets,FA383090005,806.2,927.0,722.4,854.5,859.4,1120.6,739.3,427.7,601.9,35
35,Domestic nonfinancial sectors; total liabilities,FA384190005,3355.2,2747.9,2940.9,2443.8,3197.9,2927.3,3249.6,3417.5,2169.2,36
36,Federal government; special drawing rights (SDRs) allocations; liability,FA313111303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
37,Monetary authority; SDR certificates issued by federal government; asset,FA713014003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
38,Federal government; Treasury currency; liability,FA313112003,-0.3,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,39
39,Domestic nonfinancial sectors; debt securities; liability,FA384122005,1003.9,1133.0,1163.0,707.7,2428.9,1446.5,1163.7,1523.0,518.9,40
40,Nonfinancial corporate business; commercial paper; liability,FA103169100,37.5,-5.4,6.2,70.3,22.5,30.6,9.0,-138.7,124.0,41
41,Federal government; Treasury securities; liability,FA313161105,736.0,724.4,842.8,302.5,2243.0,852.4,770.0,1285.4,463.3,42
42,Federal government; budget agency securities; liability,FA313161705,-0.1,0.2,-0.1,-2.2,1.8,-0.5,0.5,-0.8,0.4,43
43,Domestic nonfinancial sectors; municipal securities; liability,FA383162005,-42.0,14.9,42.4,13.3,-48.4,36.8,94.7,37.3,0.9,44
44,Nonfinancial corporate business; corporate bonds; liability,FA103163003,272.5,398.9,271.7,323.9,209.9,527.2,289.6,339.7,-69.7,45
45,Domestic nonfinancial sectors; loans; liability,FA384123005,796.7,795.8,953.5,467.5,1019.9,968.1,820.5,1179.8,845.7,46
46,Domestic nonfinancial sectors; depository institution loans n.e.c.; liability,FA383168005,278.1,276.5,173.4,235.9,331.6,389.3,163.3,90.7,50.3,47
47,Domestic nonfinancial sectors; other loans and advances; liability,FA383169005,106.0,-87.9,25.3,-382.0,3.7,23.2,-91.2,189.5,-20.4,48
48,Domestic nonfinancial sectors; total mortgages; liability,FA383165005,190.9,374.5,525.9,369.4,468.3,358.8,519.5,638.1,587.1,49
49,Households and nonprofit organizations; consumer credit; liability,FA153166000,221.8,232.7,229.0,244.1,216.3,196.7,228.9,261.4,228.8,50
50,Nonfinancial corporate business; corporate equities; liability,FA103164103,-394.5,-560.9,-565.7,-627.2,-536.2,-620.6,-652.4,-666.8,-322.9,51
51,Domestic nonfinancial sectors; trade payables; liability,FA383170005,206.1,69.5,218.9,-0.5,0.5,73.1,306.1,316.8,179.7,52
52,Federal government; life insurance reserves; liability,FA313140003,0.8,-0.1,0.1,-0.6,1.3,-0.4,0.8,0.1,0.0,53
53,Nonfinancial business; taxes payable; liability,FA143178005,5.5,1.6,-9.6,-8.2,-31.3,-34.0,-6.0,0.8,0.6,54
54,Nonfinancial noncorporate business; proprietors' equity in noncorporate business (net worth),FA112090205,138.3,16.9,15.8,25.1,8.8,36.3,11.3,8.3,7.4,55
55,Nonfinancial business; foreign direct investment in U.S.; liability,FA143192005,154.7,321.9,339.2,163.4,67.6,180.4,530.4,284.4,361.4,56
56,Domestic nonfinancial sectors; total miscellaneous liabilities,FA383190005,1444.1,970.4,825.6,1716.4,238.4,877.9,1075.2,771.1,578.4,57
57,Domestic nonfinancial sectors; sector discrepancy,FA387005005,229.7,-320.2,-98.0,-538.0,-226.5,-407.8,-66.6,424.5,-342.2,58
