, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Government-sponsored enterprises; gross saving,FA406000105,7.4,6.9,5.8,6.3,7.0,4.4,5.6,7.1,6.1,1
1,"Government-sponsored enterprises; gross fixed investment, nonresidential structures, equipment, and intellectual property products",FA405013005,3.6,2.5,2.5,2.5,2.4,2.4,2.4,2.5,2.5,2
2,Government-sponsored enterprises; total financial assets,FA404090005,50.2,102.8,207.0,123.7,270.5,9.9,384.8,181.9,251.6,3
3,Government-sponsored enterprises; checkable deposits and currency; asset,FA403020005,-16.6,-24.0,7.5,24.9,-25.6,-25.2,35.6,-15.6,35.2,4
4,Government-sponsored enterprises; total time and savings deposits; asset,FA403030005,-2.1,-0.7,4.2,-0.6,-0.6,3.2,3.1,4.6,5.8,5
5,Government-sponsored enterprises; federal funds and security repurchase agreements; asset,FA402050005,10.3,20.2,2.8,31.9,135.5,-92.0,19.9,29.6,53.9,6
6,Government-sponsored enterprises; debt securities; asset,FA404022005,-18.9,-25.3,-2.4,-24.1,16.8,-12.1,50.2,-12.6,-35.2,7
7,Government-sponsored enterprises; commercial paper; asset,FA403069105,1.5,-0.5,0.5,-2.3,1.9,0.1,0.3,1.1,0.4,8
8,Government-sponsored enterprises; Treasury securities; asset,FA403061105,5.2,23.2,15.0,27.6,39.4,13.5,-1.4,53.2,-5.4,9
9,Government-sponsored enterprises; agency- and GSE-backed securities; asset,FA403061705,7.8,-14.3,8.1,-17.3,-0.1,5.3,67.1,-32.9,-7.0,10
10,Government-sponsored enterprises; municipal securities and Sallie Mae public academic facilities financing and Sallie Mae public warehousing advances; asset,FA403062005,-2.6,-2.6,-2.8,-1.5,-2.2,-2.6,-0.3,-4.9,-3.5,11
11,Government-sponsored enterprises; corporate and foreign bonds; asset,FA403063005,-30.8,-31.1,-23.2,-30.6,-22.1,-28.4,-15.6,-29.1,-19.8,12
12,Government-sponsored enterprises; loans; asset,FA404023005,88.5,139.1,192.3,140.0,168.5,104.1,244.5,145.8,274.9,13
13,"Government-sponsored enterprises; FHLB, Farm Credit System, and Sallie Mae loans and advances; asset",FA403069305,84.3,74.4,79.9,63.1,136.6,40.9,194.5,48.0,36.0,14
14,Government-sponsored enterprises; Sallie Mae loans; asset,FA403069385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
15,Government-sponsored enterprises; Farm Credit System loans; asset,FA403069345,11.2,8.8,5.9,20.5,13.9,-10.5,26.9,-8.1,15.2,16
16,Government-sponsored enterprises; FHLB advances; asset,FA403069330,73.1,65.6,74.0,42.5,122.7,51.4,167.6,56.1,20.9,17
17,Government-sponsored enterprises; total mortgages; asset,FA403065005,4.3,64.7,112.4,76.9,31.9,63.2,50.0,97.7,238.9,18
18,Government-sponsored enterprises; home mortgages; asset,FA403065105,2.2,47.6,79.7,69.2,30.7,20.0,58.7,47.6,192.5,19
19,Government-sponsored enterprises; securitized home mortgages; asset(2),FA403065195,28.1,82.6,117.7,149.4,81.0,-51.1,110.5,117.8,293.5,20
20,Government-sponsored enterprises; other home mortgages; asset,FA403065185,-25.8,-35.0,-38.0,-80.1,-50.3,71.1,-51.9,-70.2,-101.0,21
21,Government-sponsored enterprises; multifamily residential mortgages; asset,FA403065405,-2.7,8.4,26.2,-0.2,-14.5,39.6,-17.2,42.8,39.7,22
22,Government-sponsored enterprises; securitized multifamily residential mortgages; asset(2),FA403065495,18.3,22.4,36.6,14.1,14.7,31.9,27.0,49.9,37.7,23
23,Government-sponsored enterprises; other multifamily residential mortgages; asset,FA403065485,-21.0,-14.0,-10.4,-14.2,-29.2,7.8,-44.2,-7.2,2.0,24
24,Government-sponsored enterprises; farm mortgages; asset,FA403065605,4.8,8.7,6.5,7.8,15.7,3.5,8.5,7.4,6.7,25
25,Government-sponsored enterprises; consumer credit held by Sallie Mae; asset(3),FA403066005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
26,Government-sponsored enterprises; unidentified miscellaneous assets,FA403093005,-11.0,-6.5,2.6,-48.4,-24.0,31.9,31.6,30.1,-83.1,27
27,Government-sponsored enterprises; total liabilities,FA404190005,70.0,87.4,202.0,145.4,309.9,-83.3,423.7,212.5,255.2,28
28,Government-sponsored enterprises; federal funds and security repurchase agreements; liability,FA402150005,0.1,-0.1,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,29
29,Government-sponsored enterprises; GSE issues; liability(4),FA403161705,75.3,93.5,194.4,142.1,301.9,-75.6,421.7,197.9,233.5,30
30,Government-sponsored enterprises; securitized GSE issues; liability(2),FA403161795,46.4,104.9,154.3,163.4,95.7,-19.2,137.5,167.7,331.1,31
31,Government-sponsored enterprises; other GSE issues; liability,FA403161785,28.9,-11.4,40.1,-21.3,206.2,-56.4,284.1,30.2,-97.7,32
32,Government-sponsored enterprises; U.S. government loans to Sallie Mae; liability,FA403169283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
33,Government-sponsored enterprises; corporate equities; liability,FA403164105,-1.7,-1.4,3.4,-1.4,6.6,-1.8,-0.2,10.4,5.2,34
34,Government-sponsored enterprises; total miscellaneous liabilities,FA403190005,-3.6,-4.6,4.2,4.2,1.9,-5.9,2.3,4.1,16.5,35
35,Government-sponsored enterprises; sector discrepancy,FA407005005,23.6,-10.9,-1.7,25.5,43.9,-91.2,42.0,35.3,7.3,36
