, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,"State and local governments, excluding employee retirement funds; total financial assets",FL214090005,2967.3,3070.1,3208.2,3028.6,3070.1,3083.9,3123.9,3170.3,3208.2,1
1,"State and local governments, excluding employee retirement funds; checkable deposits and currency; asset",FL213020005,141.3,132.5,138.7,131.2,132.5,133.7,132.3,134.0,138.7,2
2,"State and local governments, excluding employee retirement funds; total time and savings deposits; asset",FL213030005,321.5,335.1,340.8,326.4,335.1,339.9,335.2,329.2,340.8,3
3,"State and local governments, excluding employee retirement funds; money market mutual fund shares; asset",FL213034003,165.1,177.3,183.2,173.6,177.3,178.2,179.3,182.1,183.2,4
4,"State and local governments, excluding employee retirement funds; security repurchase agreements; asset",FL212051003,131.8,142.0,146.7,138.9,142.0,142.8,143.6,145.8,146.7,5
5,"State and local governments, excluding employee retirement funds; debt securities; asset",FL214022005,1307.0,1338.0,1402.3,1331.6,1338.0,1340.4,1367.1,1394.1,1402.3,6
6,"State and local governments, excluding employee retirement funds; commercial paper; asset",FL213069103,66.1,63.3,62.3,65.6,63.3,60.6,61.0,61.9,62.3,7
7,"State and local governments, excluding employee retirement funds; Treasury securities, including SLGS; asset",FL213061105,621.6,666.1,717.5,643.0,666.1,679.7,697.2,713.4,717.5,8
8,"State and local governments, excluding employee retirement funds; agency- and GSE-backed securities; asset",FL213061703,437.0,415.7,423.2,433.3,415.7,406.1,413.7,420.5,423.2,9
9,"State and local governments, excluding employee retirement funds; municipal securities; asset",FL213062003,13.6,14.4,14.9,14.1,14.4,14.5,14.6,14.8,14.9,10
10,"State and local governments, excluding employee retirement funds; corporate and foreign bonds; asset",FL213063003,168.7,178.6,184.6,175.5,178.6,179.6,180.7,183.5,184.6,11
11,"State and local governments, excluding employee retirement funds; total mortgages; asset",FL213065005,209.1,221.4,228.8,217.5,221.4,222.6,223.9,227.4,228.8,12
12,"State and local governments, excluding employee retirement funds; corporate equities; asset",LM213064103,173.6,178.0,190.9,171.0,178.0,178.9,181.5,186.8,190.9,13
13,"State and local governments, excluding employee retirement funds; mutual fund shares; asset",LM213064203,84.3,86.5,93.1,82.9,86.5,87.0,88.3,91.0,93.1,14
14,"State and local governments, excluding employee retirement funds; trade receivables; asset",FL213070003,183.8,184.5,195.1,185.5,184.5,184.1,189.5,193.6,195.1,15
15,"State and local governments, excluding employee retirement funds; taxes receivable; asset",FL213078005,137.2,150.6,160.4,146.2,150.6,151.6,157.7,158.9,160.4,16
16,"State and local governments, excluding employee retirement funds; unidentified miscellaneous assets",FL213093003,112.6,124.1,128.2,123.7,124.1,124.7,125.5,127.4,128.2,17
17,"State and local governments, excluding employee retirement funds; total liabilities",FL214190005,5360.5,5737.3,5878.4,5780.8,5737.3,5831.0,5876.9,5847.9,5878.4,18
18,"State and local governments, excluding employee retirement funds; municipal securities; liability",FL213162005,3017.6,3026.2,3054.3,3033.3,3026.2,3042.7,3061.0,3053.6,3054.3,19
19,"State and local governments, excluding employee retirement funds; short-term municipal securities; liability(2)",FL213162400,38.9,32.8,30.2,31.5,32.8,32.4,27.0,29.9,30.2,20
20,"State and local governments, excluding employee retirement funds; long-term municipal securities; liability",FL213162200,2978.7,2993.4,3024.1,3001.7,2993.4,3010.3,3034.0,3023.7,3024.1,21
21,"State and local governments, excluding employee retirement funds; U.S. government loans; liability",FL213169203,16.6,16.9,17.8,16.7,16.9,17.1,17.1,16.9,17.8,22
22,"State and local governments, excluding employee retirement funds; trade payables; liability",FL213170003,822.5,862.7,903.5,852.6,862.7,872.8,883.0,893.1,903.5,23
23,State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset(3),FL223073045,1503.7,1831.6,1902.9,1878.3,1831.6,1898.4,1915.8,1884.2,1902.9,24
