, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,All sectors; total miscellaneous liabilities,FL893190005,16748.7,17012.2,17468.1,17585.6,17012.2,17314.4,17542.6,17601.8,17468.1,1
1,"Life insurance companies, general accounts; deferred and unpaid life insurance premiums; asset",FL543077073,29.9,31.6,32.1,31.7,31.6,32.8,33.6,32.7,32.1,2
2,Nonfinancial corporate business; total miscellaneous liabilities,FL103190005,4200.5,4292.2,4152.7,4116.6,4292.2,4280.8,4253.1,4165.7,4152.7,3
3,Nonfinancial noncorporate business; unidentified miscellaneous liabilities,FL113193003,1339.4,1367.9,1385.3,1362.9,1367.9,1372.3,1376.6,1381.0,1385.3,4
4,Federal government; total miscellaneous liabilities,FL313190005,2065.3,2087.5,2110.5,2462.9,2087.5,2124.2,2149.3,2155.2,2110.5,5
5,State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset,FL223073045,1503.7,1831.6,1902.9,1878.3,1831.6,1898.4,1915.8,1884.2,1902.9,6
6,Monetary authority; total miscellaneous liabilities,FL713190005,47.0,47.6,47.7,48.7,47.6,48.6,48.1,47.7,47.7,7
7,U.S.-chartered depository institutions; total miscellaneous liabilities,FL763190005,2851.0,2894.9,3031.8,2933.5,2894.9,2956.1,3074.5,3081.5,3031.8,8
8,Foreign banking offices in the U.S.; total miscellaneous liabilities,FL753190005,222.8,213.7,196.3,220.8,213.7,254.7,256.2,218.7,196.3,9
9,Banks in U.S.-affiliated areas; unidentified miscellaneous liabilities,FL743193005,12.7,10.4,10.1,10.9,10.4,10.8,10.7,11.6,10.1,10
10,Credit unions; unidentified miscellaneous liabilities,FL473193005,15.4,16.0,20.1,15.7,16.0,21.0,17.1,15.7,20.1,11
11,Property-casualty insurance companies; total miscellaneous liabilities,FL513190005,987.2,1000.0,1030.7,1017.9,1000.0,993.8,1003.9,1020.7,1030.7,12
12,Life insurance companies; total miscellaneous liabilities,FL543190005,1394.1,1388.1,1518.8,1395.4,1388.1,1442.0,1502.1,1519.3,1518.8,13
13,Government-sponsored enterprises; total miscellaneous liabilities,FL403190005,111.0,106.5,110.7,106.0,106.5,105.0,105.5,106.6,110.7,14
14,Finance companies; total miscellaneous liabilities,FL613190005,126.1,127.3,75.1,123.0,127.3,123.6,104.9,98.2,75.1,15
15,Real estate investment trusts; unidentified miscellaneous liabilities,FL643193005,82.3,80.4,92.2,93.3,80.4,86.9,94.2,94.3,92.2,16
16,Security brokers and dealers; total miscellaneous liabilities,FL663190005,257.6,253.3,388.2,256.5,253.3,214.8,215.1,344.6,388.2,17
17,Holding companies; unidentified miscellaneous liabilities,FL733193005,708.2,391.4,401.8,622.2,391.4,386.1,378.9,401.4,401.8,18
18,Funding corporations; total miscellaneous liabilities,FL503190005,644.5,727.2,809.5,734.7,727.2,816.7,835.6,855.8,809.5,19
19,Rest of the world; total miscellaneous liabilities,FL263190005,149.8,144.6,151.6,154.7,144.6,145.9,167.3,166.9,151.6,20
