, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Domestic financial sectors; total financial assets,FL794090005,86247.4,86637.2,90453.6,86145.0,86637.2,87709.6,88846.9,90340.7,90453.6,1
1,Monetary authority; U.S. official reserve assets,FL713011005,32.0,30.5,30.4,30.9,30.5,31.6,32.0,32.4,30.4,2
2,Monetary authority; SDR certificates issued by federal government; asset,FL713014003,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,3
3,Monetary authority; Treasury currency; asset,FL713012003,46.3,47.6,48.5,47.3,47.6,47.7,48.0,48.4,48.5,4
4,Money market mutual funds; private foreign deposits; asset,FL633091003,24.5,11.1,1.9,12.6,11.1,17.6,12.9,4.4,1.9,5
5,Domestic financial sectors; net interbank transactions; asset,FL794010005,2453.3,2051.5,1834.9,2265.5,2051.5,2194.1,2110.5,1987.6,1834.9,6
6,Domestic financial sectors; checkable deposits and currency; asset,FL793020005,359.7,346.6,390.7,355.7,346.6,347.8,384.4,409.7,390.7,7
7,Domestic financial sectors; total time and savings deposits; asset,FL793030005,722.7,637.6,314.3,690.0,637.6,698.8,596.7,358.0,314.3,8
8,Domestic financial sectors; money market mutual fund shares; asset,FL793034005,689.7,726.3,727.9,728.8,726.3,762.2,744.0,739.1,727.9,9
9,Domestic financial sectors; federal funds and security repurchase agreements; asset,FL792050005,2481.1,2538.4,2604.5,2598.2,2538.4,2383.9,2520.8,2769.4,2604.5,10
10,Domestic financial sectors; debt securities; asset,FL794022005,23086.6,23444.5,24752.3,22881.7,23444.5,23914.0,24397.0,24727.4,24752.3,11
11,Domestic financial sectors; open market paper; asset,FL793069175,699.8,719.4,622.0,769.9,719.4,804.0,787.1,660.2,622.0,12
12,Domestic financial sectors; Treasury securities; asset,FL793061105,6702.0,7098.0,7780.6,6502.7,7098.0,7224.5,7274.3,7518.5,7780.6,13
13,Domestic financial sectors; agency- and GSE-backed securities; asset,FL793061705,6298.6,6306.1,6689.3,6251.7,6306.1,6336.3,6519.4,6626.6,6689.3,14
14,Domestic financial sectors; municipal securities; asset,FL793062005,1967.8,2027.6,2035.6,1990.3,2027.6,2060.9,2111.5,2092.7,2035.6,15
15,Domestic financial sectors; corporate and foreign bonds; asset,FL793063005,7418.4,7293.4,7624.7,7367.1,7293.4,7488.3,7704.7,7829.4,7624.7,16
16,Domestic financial sectors; loans; asset,FL794023005,20322.6,20997.4,21843.2,20719.2,20997.4,21083.4,21379.5,21651.1,21843.2,17
17,Domestic financial sectors; depository institution loans n.e.c.; asset,FL793068005,2910.2,3205.8,3359.4,3099.6,3205.8,3284.0,3341.6,3362.0,3359.4,18
18,Domestic financial sectors; other loans and advances; asset,FL793069005,2064.2,2005.0,2092.9,1974.4,2005.0,1987.0,2050.0,2085.5,2092.9,19
19,Domestic financial sectors; total mortgages; asset,FL793065005,12968.3,13288.3,13757.9,13190.9,13288.3,13347.9,13468.1,13630.2,13757.9,20
