, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Nonfinancial noncorporate business; total financial assets,FL114090005,4973.4,5292.7,5629.2,5187.8,5292.7,5387.1,5465.0,5554.3,5629.2,1
1,Nonfinancial noncorporate business; checkable deposits and currency; asset,FL113020005,696.8,736.9,782.6,723.4,736.9,749.7,760.3,772.4,782.6,2
2,Nonfinancial noncorporate business; total time and savings deposits; asset,FL113030003,399.5,427.0,454.7,418.1,427.0,434.8,441.2,448.5,454.7,3
3,Nonfinancial noncorporate business; money market mutual fund shares; asset,FL113034003,85.6,91.5,97.5,89.6,91.5,93.2,94.6,96.1,97.5,4
4,Nonfinancial noncorporate business; debt securities; asset,FL114022005,61.2,65.4,69.7,64.1,65.4,66.6,67.6,68.7,69.7,5
5,Nonfinancial noncorporate business; total U.S. government securities; asset,FL113061003,57.2,61.1,65.1,59.9,61.1,62.2,63.2,64.2,65.1,6
6,Nonfinancial noncorporate business; municipal securities; asset,FL113062003,4.0,4.3,4.6,4.2,4.3,4.4,4.5,4.5,4.6,7
7,Nonfinancial noncorporate business; loans; asset,FL114023005,34.5,36.8,39.2,36.1,36.8,37.5,38.1,38.7,39.2,8
8,Nonfinancial noncorporate business; total mortgages; asset,FL113065005,34.5,36.8,39.2,36.1,36.8,37.5,38.1,38.7,39.2,9
9,Nonfinancial noncorporate business; consumer credit; asset,FL113066003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10,Nonfinancial noncorporate business; trade receivables; asset,FL113070003,668.9,715.0,761.3,700.1,715.0,728.0,738.7,751.0,761.3,11
11,Nonfinancial noncorporate business; total miscellaneous assets,FL113090005,3026.8,3219.9,3424.4,3156.4,3219.9,3277.3,3324.6,3378.8,3424.4,12
12,Nonfinancial noncorporate business; insurance receivables due from property-casualty insurance companies; asset,FL113076005,129.1,118.9,120.8,121.8,118.9,118.7,119.1,119.8,120.8,13
13,Nonfinancial noncorporate business; equity in Farm Credit System; asset(1),FL113092405,8.5,9.0,9.7,8.8,9.0,9.1,9.5,9.7,9.7,14
14,Nonfinancial noncorporate business; unidentified miscellaneous assets,FL113093005,2889.2,3092.1,3293.8,3025.7,3092.1,3149.5,3196.1,3249.2,3293.8,15
15,Nonfinancial noncorporate business; total liabilities,FL114190005,6447.1,6832.4,7214.4,6710.2,6832.4,6934.0,7024.5,7125.7,7214.4,16
16,Nonfinancial noncorporate business; loans; liability,FL114123005,4443.4,4744.4,5046.9,4643.1,4744.4,4823.3,4897.2,4975.0,5046.9,17
17,Nonfinancial noncorporate business; depository institution loans n.e.c.; liability,FL113168005,1077.1,1174.9,1246.9,1136.6,1174.9,1208.2,1224.8,1237.1,1246.9,18
18,Nonfinancial noncorporate business; other loans and advances; liability,FL113169005,196.0,201.7,205.4,197.7,201.7,200.3,203.0,200.4,205.4,19
19,Nonfinancial noncorporate business; total mortgages; liability,FL113165005,3170.4,3367.7,3594.6,3308.8,3367.7,3414.9,3469.4,3537.5,3594.6,20
20,Nonfinancial noncorporate business; trade payables; liability,FL113170005,536.7,587.7,645.8,573.0,587.7,604.6,616.2,634.0,645.8,21
21,Nonfinancial noncorporate business; taxes payable; liability,FL113178003,117.4,120.8,124.1,119.7,120.8,121.7,122.5,123.4,124.1,22
22,Nonfinancial noncorporate business; U.S. real estate owned by foreigners; liability,FL115114005,10.2,11.8,12.3,11.6,11.8,12.1,12.0,12.3,12.3,23
23,Nonfinancial noncorporate business; unidentified miscellaneous liabilities,FL113193003,1339.4,1367.9,1385.3,1362.9,1367.9,1372.3,1376.6,1381.0,1385.3,24
