, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,"U.S.-chartered depository institutions, including IBFs; total financial assets",FL764090005,13646.6,14182.2,14898.5,13948.6,14182.2,14387.7,14571.0,14813.3,14898.5,1
1,U.S.-chartered depository institutions; vault cash; asset,FL763025000,75.6,74.2,76.0,67.6,74.2,69.8,73.3,65.1,76.0,2
2,U.S.-chartered depository institutions; depository institution reserves; asset,FL763013005,1443.6,1235.6,1139.9,1278.8,1235.6,1311.8,1217.6,1256.8,1139.9,3
3,"U.S.-chartered depository institutions, including IBFs; federal funds and security repurchase agreements; asset",FL762050005,185.0,209.8,218.5,212.3,209.8,205.6,215.6,234.4,218.5,4
4,U.S.-chartered depository institutions; debt securities; asset,FL764022005,3153.9,3368.3,3655.4,3276.3,3368.3,3387.3,3430.1,3547.5,3655.4,5
5,U.S.-chartered depository institutions; open market paper; asset,FL763069175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
6,U.S.-chartered depository institutions; Treasury securities; asset,FL763061100,420.4,435.2,531.2,420.9,435.2,435.1,445.8,487.8,531.2,7
7,U.S.-chartered depository institutions; agency- and GSE-backed securities; asset,FL763061705,1760.3,1924.7,2072.1,1861.5,1924.7,1930.1,1948.6,2006.0,2072.1,8
8,U.S.-chartered depository institutions; agency issued residential mortgage pass-through securities; asset,FL763061803,979.7,1129.7,1281.9,1077.8,1129.7,1130.1,1158.6,1217.9,1281.9,9
9,U.S.-chartered depository institutions; agency issued commercial mortgage pass-through securities; asset,FL763061303,42.4,61.5,83.1,53.8,61.5,66.4,71.0,79.7,83.1,10
10,U.S.-chartered depository institutions; agency issued residential CMOs and other structured MBS; asset,FL763061603,444.0,443.9,421.4,440.8,443.9,442.0,432.0,429.6,421.4,11
11,U.S.-chartered depository institutions; agency issued commercial CMOs and other structured MBS; asset,FL763061403,81.4,96.7,125.2,89.4,96.7,105.4,112.0,117.0,125.2,12
12,"U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding MBS and CMOs; asset",FL763061795,212.7,193.0,160.4,199.6,193.0,186.3,175.0,161.8,160.4,13
13,U.S.-chartered depository institutions; municipal securities; asset,FL763062000,451.5,498.9,549.2,488.1,498.9,507.5,524.1,535.6,549.2,14
14,"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset",FL763063005,521.7,509.5,502.9,505.8,509.5,514.5,511.5,518.1,502.9,15
15,U.S.-chartered depository institutions; private residential mortgage-backed securities; asset,FL763063673,22.7,14.7,9.5,17.1,14.7,12.8,11.0,9.9,9.5,16
16,U.S.-chartered depository institutions; private commercial mortgage-backed securities; asset,FL763063653,5.6,3.0,3.5,3.2,3.0,2.3,2.1,2.3,3.5,17
17,U.S.-chartered depository institutions; private residential CMOs and other structured MBS; asset,FL763063663,68.2,56.2,44.8,60.8,56.2,53.8,52.4,48.9,44.8,18
18,U.S.-chartered depository institutions; private commercial CMOs and other structured MBS; asset,FL763063693,42.7,53.3,42.8,50.0,53.3,52.4,51.2,45.0,42.8,19
19,"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset",FL763063095,382.6,382.3,402.3,374.8,382.3,393.3,394.8,412.0,402.3,20
20,U.S.-chartered depository institutions; loans; asset,FL764023005,7670.0,8189.9,8671.4,7990.8,8189.9,8275.2,8456.2,8565.5,8671.4,21
21,"U.S.-chartered depository institutions, including IBFs; depository institution loans n.e.c.; asset",FL763068005,2236.2,2465.3,2601.8,2377.9,2465.3,2529.2,2577.4,2594.5,2601.8,22
22,U.S.-chartered depository institutions; customers' liability on acceptances; asset,FL763069703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
23,U.S.-chartered depository institutions; total mortgages; asset,FL763065005,4090.7,4296.3,4537.5,4229.2,4296.3,4340.2,4432.2,4495.3,4537.5,24
24,U.S.-chartered depository institutions; consumer credit; asset,FL763066000,1343.1,1428.3,1532.1,1383.6,1428.3,1405.8,1446.6,1475.7,1532.1,25
25,U.S.-chartered depository institutions; corporate equities; asset,LM763064105,108.5,100.0,106.2,94.0,100.0,93.6,97.2,100.8,106.2,26
26,U.S.-chartered depository institutions; mutual fund shares; asset,LM763064203,59.7,54.9,58.0,53.5,54.9,56.3,57.7,57.0,58.0,27
27,U.S.-chartered depository institutions; life insurance reserves; asset,FL763040005,149.6,156.2,161.8,154.5,156.2,157.6,159.0,160.5,161.8,28
28,U.S.-chartered depository institutions; U.S. direct investment abroad; asset,FL763092000,261.0,253.2,237.9,262.1,253.2,254.6,241.2,243.7,237.9,29
29,U.S.-chartered depository institutions; total miscellaneous assets,FL763090005,539.5,540.1,573.4,558.8,540.1,576.0,623.0,582.1,573.4,30
30,"U.S.-chartered depository institutions, including IBFs; total liabilities",FL764190005,14294.1,14797.0,15498.9,14506.1,14797.0,14999.1,15222.0,15452.3,15498.9,31
31,U.S.-chartered depository institutions; net interbank transactions; liability,FL764110005,282.3,229.5,87.3,164.7,229.5,184.9,155.9,146.8,87.3,32
32,Monetary authority; Federal Reserve float; asset,FL713022003,-0.6,-0.0,-0.8,-0.1,-0.0,-1.2,-1.3,-0.7,-0.8,33
33,"Monetary authority; loans to domestic banks, including AMLF; asset",FL713068705,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.2,0.1,34
34,U.S.-chartered depository institutions; net interbank transactions with U.S. banking; liability,FL764112005,12.0,-5.0,-14.7,-3.9,-5.0,-17.7,-25.2,-19.8,-14.7,35
35,"U.S.-chartered depository institutions, including IBFs; net interbank transactions with banks in foreign countries; liability",FL764116005,270.7,234.3,102.7,168.4,234.3,203.6,182.2,167.1,102.7,36
36,U.S.-chartered depository institutions; checkable deposits; liability,FL763127005,1716.1,1766.4,1879.7,1671.9,1766.4,1778.8,1815.0,1853.0,1879.7,37
37,"U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability",FL763123005,2.5,2.3,2.2,2.3,2.3,2.2,2.1,2.1,2.2,38
38,U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability,FL763129205,1657.1,1720.5,1822.4,1628.5,1720.5,1726.8,1763.4,1795.6,1822.4,39
39,U.S.-chartered depository institutions; checkable deposits due to rest of the world; liability,FL763122605,56.5,43.6,55.1,41.0,43.6,49.8,49.5,55.4,55.1,40
40,"U.S.-chartered depository institutions, including IBFs; total time and savings deposits; liability",FL763130005,8509.1,8993.2,9574.1,8854.9,8993.2,9164.0,9208.3,9420.7,9574.1,41
41,"U.S.-chartered depository institutions, including IBFs; federal funds and security repurchase agreements; liability",FL762150005,236.2,196.8,162.6,205.9,196.8,193.7,184.1,180.1,162.6,42
42,U.S.-chartered depository institutions; debt securities; liability,FL764122005,263.5,254.2,232.8,247.3,254.2,263.4,257.0,245.9,232.8,43
43,U.S.-chartered depository institutions; open market paper; liability,FL763169175,54.5,53.6,49.0,51.1,53.6,56.6,55.5,52.3,49.0,44
44,U.S.-chartered depository institutions; corporate and foreign bonds; liability,FL763163005,209.0,200.6,183.7,196.2,200.6,206.9,201.5,193.6,183.7,45
45,U.S.-chartered depository institutions; FHLB advances and Sallie Mae loans; liability,FL763169305,468.2,498.7,567.3,460.2,498.7,484.5,549.0,546.2,567.3,46
46,U.S.-chartered depository institutions; taxes payable (net); liability,FL763178003,-32.3,-36.7,-36.7,-32.2,-36.7,-26.3,-21.9,-21.9,-36.7,47
47,U.S.-chartered depository institutions; total miscellaneous liabilities,FL763190005,2851.0,2894.9,3031.8,2933.5,2894.9,2956.1,3074.5,3081.5,3031.8,48
48,"U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank subsidiaries; liability",FL763194735,2133.2,2175.3,2293.5,2162.3,2175.3,2213.1,2284.4,2320.8,2293.5,49
49,"U.S.-chartered depository institutions, including IBFs; unidentified miscellaneous liabilities",FL763193005,717.8,719.6,738.3,771.1,719.6,743.0,790.2,760.7,738.3,50
50,U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated)(1),FL763066303,8.6,8.0,9.4,8.3,8.0,8.1,8.3,9.0,9.4,51
51,"U.S.-chartered depository institutions, including IBFs; total uninsured checkable and time and savings deposits; liability(2)",FL763139105,4186.4,4428.4,4725.7,4318.6,4428.4,4480.4,4543.3,4662.2,4725.7,52
