Rank,Institution,All R&D expenditures,Unnamed: 3,Source of funds,Federal government,Unnamed: 6,State and local government,Unnamed: 8,Institution funds,Unnamed: 10,Business,Unnamed: 12,Nonprofit organizations,Unnamed: 14,All other sources,Unnamed: 16,shift
All institutions,23186166,,14484796,,365705,,4480029.0,,1485758,,1847581.0,,522297,,,,-1
1.0,Johns Hopkins U.a,2305679.0,,1992837.0,,6038.0,,97914.0,,66221.0,,136259.0,,6410.0,,,0
2.0,Duke U.,1036698.0,,559217.0,,779.0,,141999.0,,240640.0,,73928.0,,20135.0,,,0
3.0,Stanford U.,1022551.0,,675930.0,,34996.0,,103448.0,,90177.0,,105454.0,,12546.0,,,0
4.0,Harvard U.,1013753.0,,545202.0,,3805.0,,284058.0,,48177.0,,111192.0,,21319.0,,,0
5.0,Cornell U.,954412.0,,446360.0,,79146.0,,233532.0,,40690.0,,123102.0,,31582.0,,,0
6.0,Massachusetts Institute of Technology,930719.0,,488421.0,,631.0,,92551.0,,150001.0,,98397.0,,100718.0,,,0
7.0,Columbia U. in the City of New York,868159.0,,592545.0,,11144.0,,117648.0,,39629.0,,80911.0,,26282.0,,,0
8.0,U. Pennsylvania,864068.0,,611620.0,,10798.0,,81050.0,,97755.0,,60165.0,,2680.0,,,0
9.0,Yale U.,803004.0,,477143.0,,6160.0,,210029.0,,43666.0,,57627.0,,8379.0,,,0
10.0,"Washington U., Saint Louis",694069.0,,432228.0,,2884.0,,122159.0,,56524.0,,78644.0,,1630.0,,,0
11.0,U. Southern California,691031.0,,421227.0,,11317.0,,121457.0,,32862.0,,44676.0,,59492.0,,,0
12.0,Northwestern U.,656167.0,,393186.0,,1141.0,,169694.0,,21615.0,,70531.0,,0.0,,,0
13.0,Vanderbilt U.,647816.0,,401738.0,,507.0,,182143.0,,34673.0,,26242.0,,2513.0,,,0
14.0,New York U.,602041.0,,344570.0,,10294.0,,122961.0,,22825.0,,55929.0,,45462.0,,,0
15.0,Emory U.,585210.0,,348071.0,,320.0,,166762.0,,31863.0,,31247.0,,6947.0,,,0
16.0,Baylor C. of Medicine,520220.0,,256895.0,,23486.0,,157110.0,,16083.0,,66646.0,,0.0,,,0
17.0,Icahn School of Medicine at Mt. Sinai,508353.0,,329641.0,,4920.0,,87113.0,,40181.0,,43589.0,,2909.0,,,0
18.0,U. Chicago,421061.0,,296402.0,,2042.0,,41629.0,,26198.0,,54126.0,,664.0,,,0
19.0,Case Western Reserve U.,401527.0,,308434.0,,5519.0,,50950.0,,10782.0,,22238.0,,3604.0,,,0
20.0,Boston U.,388336.0,,259736.0,,316.0,,99488.0,,9964.0,,14793.0,,4039.0,,,0
21.0,Scripps Research Institute,384161.0,,274097.0,,5766.0,,62735.0,,29798.0,,11765.0,,0.0,,,0
22.0,California Institute of Technology,374424.0,,272673.0,,3032.0,,30045.0,,13054.0,,36765.0,,18855.0,,,0
23.0,U. Miami,365574.0,,216008.0,,9565.0,,89768.0,,29842.0,,19553.0,,838.0,,,0
24.0,U. Rochester,346932.0,,262681.0,,8826.0,,38418.0,,18056.0,,16307.0,,2644.0,,,0
25.0,Brown U.,342040.0,,132142.0,,1058.0,,187228.0,,3197.0,,15679.0,,2736.0,,,0
26.0,Rockefeller U.,323932.0,,81949.0,,606.0,,224343.0,,5539.0,,10479.0,,1016.0,,,0
27.0,Yeshiva U.,306174.0,,180791.0,,8255.0,,84418.0,,2910.0,,15570.0,,14230.0,,,0
28.0,Princeton U.,279851.0,,158313.0,,408.0,,85666.0,,8641.0,,20795.0,,6028.0,,,0
29.0,Carnegie Mellon U.,242004.0,,187259.0,,1630.0,,15254.0,,22833.0,,5938.0,,9090.0,,,0
30.0,George Washington U.,241117.0,,139016.0,,1074.0,,64282.0,,1957.0,,33631.0,,1157.0,,,0
31.0,Woods Hole Oceanographic Institution,216592.0,,172995.0,,989.0,,16204.0,,7472.0,,,,18932.0,,,0
32.0,Dartmouth C.,209646.0,,146233.0,,726.0,,41017.0,,6621.0,,10562.0,,4487.0,,,0
33.0,Medical C. Wisconsin,199283.0,,109542.0,,554.0,,57423.0,,10135.0,,17659.0,,3970.0,,,0
34.0,U. Notre Dame,190954.0,,83710.0,,832.0,,71917.0,,4796.0,,14216.0,,15483.0,,,0
35.0,Georgetown U.,176131.0,,88015.0,,2315.0,,44429.0,,7260.0,,23185.0,,10927.0,,,0
36.0,Wake Forest U.,171926.0,,148451.0,,6071.0,,1153.0,,9013.0,,7151.0,,87.0,,,0
37.0,Tufts U.,168314.0,,121428.0,,1219.0,,16861.0,,9151.0,,16935.0,,2720.0,,,0
38.0,Tulane U.,152658.0,,84166.0,,4063.0,,36030.0,,5290.0,,12029.0,,11080.0,,,0
39.0,Rice U.,144679.0,,74266.0,,8291.0,,33792.0,,10930.0,,13692.0,,3708.0,,,0
40.0,Drexel U.,128027.0,,69462.0,,4640.0,,40175.0,,3078.0,,10672.0,,0.0,,,0
41.0,Northeastern U.,122915.0,,80576.0,,1131.0,,26696.0,,8507.0,,5699.0,,306.0,,,0
42.0,Thomas Jefferson U.,119631.0,,58536.0,,966.0,,38545.0,,9315.0,,8145.0,,4124.0,,,0
43.0,Rensselaer Polytechnic Institute,102841.0,,59528.0,,7592.0,,26143.0,,7715.0,,1863.0,,0.0,,,0
44.0,U. Dayton,98182.0,,77973.0,,8943.0,,4191.0,,6271.0,,599.0,,205.0,,,0
45.0,Cold Spring Harbor Laboratory,84653.0,,49063.0,,219.0,,9964.0,,3906.0,,21501.0,,0.0,,,0
46.0,Rush U.,79048.0,,52193.0,,1335.0,,9277.0,,11856.0,,4387.0,,0.0,,,0
47.0,Brandeis U.,74700.0,,47841.0,,81.0,,13007.0,,5393.0,,7561.0,,817.0,,,0
48.0,Syracuse U.,69896.0,,32378.0,,5541.0,,23879.0,,3610.0,,4488.0,,0.0,,,0
49.0,American U.,58325.0,,9449.0,,58.0,,39325.0,,721.0,,8437.0,,335.0,,,0
