Rank,Institution,2006,Unnamed: 3,2007,Unnamed: 5,2008,Unnamed: 7,2009,Unnamed: 9,2010,Unnamed: 11,2011,Unnamed: 13,2012,Unnamed: 15,2013,Unnamed: 17,2014,Unnamed: 19,2015,Unnamed: 21
,All institutions,49645341,,51590017,,54113750,,57288415,,61253743,,65274305,,65729006,,67013137,,67199635,,68667801,
1.0,Johns Hopkins U.a,1512066,,1566392,,1691469,,1866243,,2004482,,2145308,,2106185,,2168568,,2242478,,2305679,
2.0,"U. Michigan, Ann Arbor",,,,,,,,,1184445,,1279123,,1322711,,1375117,,1349262,,1369278,
3.0,"U. Washington, Seattle",,,,,,,,,1022740,,1148533,,1109008,,1192513,,1176340,,1180563,
4.0,"U. California, San Francisco",796149,,842840,,885182,,947697,,935509,,995226,,1032673,,1042841,,1084031,,1126620,
5.0,"U. California, San Diego",757157,,801823,,844877,,883653,,943219,,1009378,,1073864,,1075554,,1067388,,1101466,
6.0,U. Wisconsin-Madison,904787,,912219,,944626,,1013649,,1029295,,1111642,,1169779,,1123501,,1108564,,1069077,
7.0,Duke U.,658783,,783784,,769893,,807652,,983289,,1022207,,1009911,,992821,,1036813,,1036698,
8.0,Stanford U.,692263,,702497,,698883,,717022,,839839,,907971,,903238,,945450,,959247,,1022551,
9.0,"U. California, Los Angeles",841352,,854497,,904840,,923916,,936995,,982357,,1003375,,966659,,948197,,1021227,
10.0,Harvard U.,506987,,493920,,505832,,525452,,583361,,649774,,799432,,1012766,,933975,,1013753,
11.0,"U. North Carolina, Chapel Hill",448509,,484160,,530515,,651308,,755284,,869174,,884791,,973007,,989766,,966781,
12.0,Cornell U.,650592,,645791,,655641,,672692,,749721,,781651,,802387,,845184,,883292,,954412,
13.0,Massachusetts Institute of Technology,623343,,637621,,682058,,759649,,677138,,723610,,824130,,900524,,908017,,930719,
14.0,"U. Minnesota, Twin Cities",,,,,,,,,786074,,847419,,826173,,858378,,876870,,880618,
15.0,Columbia U. in the City of New York,529946,,545996,,548704,,604660,,807235,,878900,,889487,,889188,,890642,,868159,
16.0,"Texas A&M U., College Station and Health Science Center",508787,,565631,,604526,,651923,,689624,,705720,,693421,,820015,,854214,,866678,
17.0,U. Pennsylvania,696443,,668105,,740410,,758159,,836322,,886036,,847077,,828422,,828350,,864068,
18.0,"U. Pittsburgh, Pittsburgh",535186,,564994,,599800,,629088,,822491,,899386,,866638,,872736,,856806,,861205,
19.0,U. Texas M. D. Anderson Cancer Center,457696,,496539,,558503,,578788,,599529,,663279,,685814,,718096,,794980,,833406,
20.0,Ohio State U.,663012,,737324,,726302,,743591,,755194,,832126,,766513,,793373,,815075,,817881,
21.0,Yale U.,462080,,451318,,490913,,512997,,623510,,656967,,656555,,788784,,772840,,803004,
22.0,"Pennsylvania State U., University Park and Hershey Medical Center",,,,,,,,,770449,,794846,,797679,,837880,,800773,,791031,
23.0,"U. California, Berkeley",563837,,570252,,620374,,682568,,694049,,707945,,730348,,727002,,744343,,788505,
24.0,Georgia Institute of Technology,444959,,476138,,524888,,565487,,615833,,655375,,688905,,730488,,725550,,765370,
25.0,U. Florida,599749,,635956,,632680,,644241,,681548,,739931,,696985,,695063,,708526,,739522,
26.0,"U. California, Davis",576096,,604512,,647691,,687690,,679915,,707896,,713292,,725734,,711721,,721077,
27.0,"Washington U., Saint Louis",551333,,575846,,566378,,630141,,695974,,725039,,706410,,684847,,664752,,694069,
28.0,U. Southern California,475696,,528466,,540366,,556807,,592791,,603294,,623544,,645636,,687222,,691031,
29.0,Northwestern U.,449782,,473060,,518572,,555510,,575078,,618980,,631078,,639781,,645333,,656167,
30.0,"U. Texas, Austin",476958,,502786,,553051,,566166,,589502,,632171,,621538,,634132,,585251,,650608,
31.0,Vanderbilt U.,389026,,415750,,444873,,455835,,504959,,566031,,560466,,571603,,683890,,647816,
32.0,"U. Illinois, Urbana-Champaign",494748,,492347,,518333,,581805,,515133,,545669,,583754,,743487,,621733,,639817,
33.0,"Rutgers, State U. New Jersey, New Brunswick",,,,,,,,,428432,,432306,,434901,,493320,,644116,,628613,
34.0,U. Arizona,538086,,533450,,547197,,566334,,586647,,610565,,625365,,629466,,588088,,606219,
35.0,New York U.,304022,,319728,,337093,,338839,,365944,,430752,,458645,,471909,,523623,,602041,
36.0,Emory U.,349867,,412503,,463317,,459067,,529453,,547316,,565766,,575943,,558600,,585210,
37.0,"Purdue U., West Lafayette",,,,,,,,,548980,,578231,,602501,,595739,,564923,,558611,
38.0,Michigan State U.,388845,,395611,,392242,,405961,,431373,,454248,,507061,,515707,,526906,,558248,
39.0,Baylor C. of Medicine,462375,,438280,,449301,,449031,,447874,,466061,,474700,,508799,,496314,,520220,
40.0,U. Utah,249719,,248864,,254632,,334002,,379200,,414316,,430056,,494058,,486140,,518928,
41.0,"U. Alabama, Birmingham",332841,,352777,,405731,,435460,,489845,,503698,,453779,,440796,,428563,,516229,
42.0,Icahn School of Medicine at Mt. Sinai,273216,,269451,,296380,,318407,,370666,,405527,,400680,,428654,,463429,,508353,
43.0,"U. Maryland, College Park",368989,,371696,,405569,,417365,,451415,,495382,,502406,,491998,,485051,,505699,
44.0,Virginia Polytechnic Institute and State U.,325318,,370805,,375773,,399433,,398169,,450058,,454417,,496169,,513149,,504282,
45.0,"U. South Florida, Tampa",,,,,,,,,385029,,394963,,443206,,459409,,488641,,485354,
46.0,"Indiana U., Bloomington",,,,,,,,,177520,,184096,,184486,,197897,,206039,,485076,
47.0,North Carolina State U.,330936,,333027,,367422,,383193,,360795,,378154,,404225,,417468,,446112,,468293,
48.0,Arizona State U.,211396,,238054,,273532,,311461,,329345,,355215,,385959,,405154,,426651,,458412,
49.0,U. Iowa,356169,,374905,,300422,,334937,,444034,,443893,,446429,,435377,,449147,,443218,
50.0,U. Texas Southwestern Medical Center,333237,,341090,,390349,,402087,,419220,,431883,,435085,,440620,,434627,,438824,
51.0,U. Cincinnati,304815,,344526,,359011,,369906,,411269,,448936,,433668,,438642,,422873,,436028,
52.0,U. Chicago,308557,,325161,,360047,,381194,,437721,,453562,,419631,,402621,,390082,,421061,
53.0,U. Colorado Boulder,254805,,267314,,272191,,299892,,349449,,390677,,392004,,385849,,379475,,420775,
54.0,U. Colorado Denver and Anschutz Medical Campus,260292,,264739,,269805,,364659,,389461,,417587,,431977,,409443,,411020,,410081,
55.0,Case Western Reserve U.,374714,,379347,,420441,,418012,,418164,,429206,,431090,,425788,,419011,,401527,
56.0,"U. Maryland, Baltimore",405260,,358851,,379407,,359542,,374036,,409665,,433228,,429315,,411268,,397695,
57.0,Boston U.,261632,,253899,,259045,,284507,,352817,,355916,,334496,,368281,,367328,,388336,
58.0,Scripps Research Institute,367375,,360511,,366047,,382275,,387298,,400768,,398673,,399899,,386231,,384161,
59.0,"SUNY, U. Buffalo",304757,,323417,,339575,,349423,,349670,,353172,,360226,,387863,,386562,,382935,
60.0,California Institute of Technology,270354,,287343,,274671,,345400,,362172,,377514,,379713,,347105,,367182,,374424,
61.0,U. Georgia,342763,,351935,,369546,,369997,,295339,,335901,,351395,,350225,,355471,,374264,
62.0,"U. Virginia, Charlottesville",,,,,,,,,276308,,398096,,383359,,385828,,358576,,373218,
63.0,U. Miami,215491,,212532,,244067,,250339,,280671,,323486,,365301,,344757,,345805,,365574,
64.0,Uniformed Services U. of the Health Sciences,67716,,71307,,106179,,192268,,134126,,175365,,143250,,164232,,262489,,361173,
